gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class,uuid,admission,staff_teacher,enquiry_course,enquiry_type,enquiry_month,qualification,college,name,Jan fee,Feb fee,Mar fee,Apr fee,May fee,Jun fee,jan_late,feb_late,mar_late,apr_late,may_late,jun_late,Average Fee Delay,Jul predicted date,10th_grade,12th_grade,graduation,first_eval_aptitude,first_eval_programming,first_eval_comm,first_eval,second_eval_aptitude,second_eval_programming,second_eval_comm,second_eval,third_eval_aptitude,third_eval_programming,third_eval_comm,third_eval,fourth_eval_aptitude,fourth_eval_programming,fourth_eval_comm,fourth_eval,total_eval_aptitude,total_eval_programming,total_eval_comm,total_eval,dropped
F,Iraq,Iraq,lowerlevel,G-02,B,French,S,Father,17,80,13,10,No,Good,Under-7,M,173bf3d0-a84e-4873-8efe-84ed47555c13,Admission,Vaishali Thakur,Python,Web Enquiry,Mar-2020,B.Tech-IT,Government College for Girls,Nalini,21-01-2020,10-02-2020,09-03-2020,28-04-2020,15-05-2020,09-06-2020,11,0,-1,18,5,-1,5 days 00:00:00.000000000,15-07-2020,85.92,78.78,7.8,5.5,4.0,5.5,15.0,4.5,5.0,5.5,15.0,5.0,4.5,4.0,13.5,5.0,5.0,5.0,15.0,5.0,4.625,5.0,14.625,No
M,Tunis,Tunis,MiddleSchool,G-07,A,Quran,S,Father,19,65,50,10,No,Bad,Above-7,L,18b43b29-4b1f-4e08-bf69-a0c0f17f8d31,Enquiry,,Angular,Social Media,Feb-2020,B.Tech-ECE,Indo Global Colleges,Gopinatha,09-01-2020,12-02-2020,09-03-2020,27-04-2020,20-05-2020,17-06-2020,-1,2,-1,17,10,7,6 days 00:00:00.000000000,16-07-2020,81.38,78.33,7.4,5.5,3.5,5.5,14.5,5.5,4.5,4.5,14.5,4.5,5.0,5.0,14.5,4.5,5.0,5.0,14.5,5.0,4.5,5.0,14.5,No
F,lebanon,lebanon,MiddleSchool,G-08,A,Arabic,S,Mum,45,58,52,43,Yes,Good,Under-7,H,19676270-ad22-4a70-99df-8d21515c6145,Admission,Sandeep,Android,College,Feb-2020,M.Tech-ECE,Chandigarh College of Engineering and Technology,Jeetendra,08-01-2020,15-02-2020,19-03-2020,15-04-2020,21-05-2020,06-06-2020,-2,5,9,5,11,-4,4 days 00:00:00.000000000,14-07-2020,85.98,83.34,7.3,4.0,5.5,4.5,14.0,4.5,4.5,5.0,14.0,5.0,4.0,4.5,13.5,5.5,5.0,5.0,15.5,4.75,4.75,4.75,14.25,No
M,Iran,Iran,MiddleSchool,G-08,A,Spanish,S,Mum,51,42,12,29,No,Bad,Above-7,M,199f6341-0559-4311-9345-b5a04d17b815,Admission,Ashita,Angular,Web Enquiry,Feb-2020,B.Tech-ECE,"Chandigarh University, Jhanjeri",Indira,18-01-2020,20-02-2020,14-03-2020,11-04-2020,21-05-2020,20-06-2020,8,10,4,1,11,10,7 days 00:00:00.000000000,17-07-2020,74.17,66.55,6.4,4.5,4.5,5.5,14.5,4.0,4.5,4.0,12.5,5.0,5.0,4.5,14.5,5.5,4.5,5.5,15.5,4.75,4.625,4.875,14.25,No
M,Iraq,Iraq,lowerlevel,G-02,B,Arabic,F,Mum,69,82,20,28,Yes,Good,Under-7,H,1aad71de-9671-482f-afb1-02ae47b88e58,Admission,Prasenjit,Digital,Web Enquiry,May-2020,BCA,National Institute of Technical Teachers Training & Research,Govinden,19-01-2020,09-02-2020,20-03-2020,28-04-2020,19-05-2020,06-06-2020,9,-1,10,18,9,-4,7 days 00:00:00.000000000,17-07-2020,89.55,78.88,6.6,5.0,4.0,5.0,14.0,5.0,5.0,4.0,14.0,5.0,4.0,5.5,14.5,5.5,5.5,5.0,16.0,5.125,4.625,4.875,14.625,No
F,Morocco,Morocco,lowerlevel,G-02,B,French,S,Mum,72,65,73,66,Yes,Good,Under-7,H,1ce42e9d-490e-4e03-934f-31aadca47489,Admission,Jaswinder,PHP,Web Enquiry,Mar-2020,B.Tech-ECE,Chitkara University,Kanda,07-01-2020,12-02-2020,14-03-2020,26-04-2020,14-05-2020,09-06-2020,-3,2,4,16,4,-1,4 days 00:00:00.000000000,14-07-2020,69.63,79.78,9.1,5.5,3.5,5.0,14.0,5.0,4.0,5.5,14.5,4.5,4.5,5.0,14.0,4.5,5.0,5.0,14.5,4.875,4.25,5.125,14.25,No
M,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Father,18,17,26,34,No,Good,Above-7,M,1d461042-778b-4f94-b884-3d9524e21045,Admission,Ashita,Python,Walk-in,Feb-2020,Diploma in ECE,Post Graduate Government College,Amrit,05-01-2020,19-02-2020,25-03-2020,27-04-2020,15-05-2020,21-06-2020,-5,9,15,17,5,11,9 days 00:00:00.000000000,19-07-2020,91.73,89.05,6.2,3.5,3.5,5.5,12.5,5.5,4.0,5.0,14.5,5.0,5.5,4.5,15.0,5.0,4.5,4.5,14.0,4.75,4.375,4.875,14.0,No
F,Palestine,Jordan,lowerlevel,G-02,A,French,F,Mum,70,90,20,21,No,Good,Under-7,M,1f31c702-f519-49d7-ba7a-8dc9168dddc1,Admission,Sandeep,Android,College,Mar-2020,B.Tech-ECE,IIT Ropar,Jayant,17-01-2020,14-02-2020,08-03-2020,17-04-2020,20-05-2020,19-06-2020,7,4,-2,7,10,9,6 days 00:00:00.000000000,16-07-2020,78.96,85.69,7.8,4.0,3.5,3.5,11.0,5.0,4.0,4.0,13.0,5.5,5.5,5.5,16.5,5.0,4.5,5.5,15.0,4.875,4.375,4.625,13.875,No
M,Jordan,Jordan,MiddleSchool,G-07,B,Science,S,Mum,72,80,58,66,No,Bad,Under-7,M,1f4b8d6f-582c-4312-a403-6a88762b27ca,Enquiry,,Android,College,Feb-2020,BCA,Chandigarh College of Architecture,Gopal,16-01-2020,09-02-2020,18-03-2020,11-04-2020,12-05-2020,11-06-2020,6,-1,8,1,2,1,3 days 00:00:00.000000000,13-07-2020,81.26,73.06,8.3,5.5,5.5,4.5,15.5,4.0,4.0,4.5,12.5,4.0,5.5,5.5,15.0,5.5,5.0,4.5,15.0,4.75,5.0,4.75,14.5,No
M,Palestine,Jordan,lowerlevel,G-02,A,Arabic,F,Father,90,98,41,38,Yes,Good,Under-7,H,1f592707-857b-4132-8ba0-e2ae01047e49,Admission,Jaswinder,Java,Phone,Jan-2020,B.Tech-CSE,"Chandigarh University, Jhanjeri",Ankita,19-01-2020,10-02-2020,18-03-2020,11-04-2020,15-05-2020,20-06-2020,9,0,8,1,5,10,6 days 00:00:00.000000000,16-07-2020,94.64,82.03,7.4,5.0,5.5,5.5,16.0,4.5,4.5,4.5,13.5,5.0,5.5,5.0,15.5,5.5,5.5,5.5,16.5,5.0,5.25,5.125,15.375,No
F,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Mum,25,29,40,17,No,Good,Under-7,H,206bd131-2025-4445-9746-0f5ea9b53da0,Enquiry,,AIML,Social Media,Jun-2020,M.Tech-CSE,SVIET,Mahavira,18-01-2020,15-02-2020,18-03-2020,21-04-2020,19-05-2020,20-06-2020,8,5,8,11,9,10,8 days 00:00:00.000000000,18-07-2020,66.73,67.8,9.5,5.5,3.5,5.5,14.5,5.0,5.0,5.5,15.5,4.0,4.0,5.0,13.0,5.0,4.5,5.0,14.5,4.875,4.25,5.25,14.375,No
M,Palestine,Jordan,MiddleSchool,G-06,A,English,S,Mum,72,41,46,27,No,Good,Under-7,M,20b8a904-2b08-4379-94e0-e798942bd7ce,Enquiry,,AIML,Web Enquiry,Jun-2020,Diploma in ECE,SVIET,Geeta,12-01-2020,09-02-2020,21-03-2020,12-04-2020,17-05-2020,11-06-2020,2,-1,11,2,7,1,4 days 00:00:00.000000000,14-07-2020,76.17,84.94,5.5,4.5,5.5,4.0,14.0,4.0,4.0,5.5,13.5,5.5,5.5,4.0,15.0,5.0,4.5,4.5,14.0,4.75,4.875,4.5,14.125,No
M,USA,USA,lowerlevel,G-02,B,IT,F,Father,55,89,40,40,Yes,Good,Under-7,H,20eb79f9-e252-4d7b-a4cf-36b5ec26bb32,Admission,Ashita,Digital,Phone,Jan-2020,M.Tech-CSE,Goswami Ganesh Dutta Sanatan Dharma College,Lallida,19-01-2020,19-02-2020,14-03-2020,25-04-2020,16-05-2020,16-06-2020,9,9,4,15,6,6,8 days 00:00:00.000000000,18-07-2020,90.16,78.48,5.4,3.5,5.5,4.0,13.0,5.5,5.5,4.0,15.0,5.5,4.0,5.0,14.5,5.5,4.5,5.5,15.5,5.0,4.875,4.625,14.5,No
M,Iraq,Iraq,MiddleSchool,G-08,A,Chemistry,F,Father,90,91,80,81,Yes,Good,Under-7,H,20ebc842-6bd6-4cf6-ac0b-026609f91704,Enquiry,,Mean Stack,Phone,May-2020,Diploma in ECE,Chitkara University,Chandrakant,14-01-2020,11-02-2020,09-03-2020,19-04-2020,21-05-2020,20-06-2020,4,1,-1,9,11,10,6 days 00:00:00.000000000,16-07-2020,94.39,71.61,8.8,4.5,3.5,3.5,11.5,5.5,5.5,5.5,16.5,5.5,5.0,4.5,15.0,5.0,4.5,5.0,14.5,5.125,4.625,4.625,14.375,No
M,lebanon,lebanon,lowerlevel,G-02,B,French,S,Mum,40,51,20,33,No,Bad,Under-7,M,21071073-770f-464c-b1ea-227d8d5ab6f5,Enquiry,,Mean Stack,College,May-2020,M.Tech-CSE,Bhaddal group of Institutes,Keya,10-01-2020,15-02-2020,17-03-2020,13-04-2020,15-05-2020,21-06-2020,0,5,7,3,5,11,5 days 00:00:00.000000000,15-07-2020,69.87,70.41,6.9,5.0,4.0,3.5,12.5,4.5,4.5,5.0,14.0,4.5,5.0,5.0,14.5,4.5,4.5,5.5,14.5,4.625,4.5,4.75,13.875,No
M,Tunis,KuwaIT,MiddleSchool,G-07,B,Science,S,Father,22,51,48,10,No,Bad,Above-7,L,21a1113e-eb73-477b-b085-720bb082acaa,Enquiry,,Digital,Email,May-2020,M.Tech-ECE,Bhaddal group of Institutes,Kalyana,10-01-2020,19-02-2020,19-03-2020,23-04-2020,12-05-2020,08-06-2020,0,9,9,13,2,-2,5 days 00:00:00.000000000,15-07-2020,86.58,83.54,8.5,3.5,5.0,3.5,12.0,4.5,4.5,5.5,14.5,4.5,4.5,4.5,13.5,4.5,5.0,4.5,14.0,4.25,4.75,4.5,13.5,No
F,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Mum,77,80,12,19,Yes,Good,Above-7,M,236583f2-4933-417e-a259-5b56600d5c37,Admission,Ashita,Python,Web Enquiry,Jan-2020,Diploma in ECE,IIT Ropar,Komathy,07-01-2020,12-02-2020,24-03-2020,26-04-2020,20-05-2020,13-06-2020,-3,2,14,16,10,3,7 days 00:00:00.000000000,17-07-2020,74.72,66.25,6.5,4.5,5.5,4.0,14.0,5.5,4.0,4.5,14.0,4.0,4.5,5.5,14.0,5.0,5.5,4.5,15.0,4.75,4.875,4.625,14.25,No
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Father,25,87,21,27,Yes,Good,Under-7,M,239872cc-80a5-4929-96dd-64680bc9891f,Admission,Vandana,Java,Phone,Feb-2020,B.Tech-CSE,"Chandigarh University, Gharuan",Avinash,14-01-2020,17-02-2020,24-03-2020,18-04-2020,20-05-2020,10-06-2020,4,7,14,8,10,0,7 days 00:00:00.000000000,17-07-2020,92.76,67.35,6.6,4.0,5.5,4.0,13.5,5.0,5.0,5.0,15.0,4.5,4.5,4.5,13.5,4.5,4.5,4.5,13.5,4.5,4.875,4.5,13.875,No
M,Iran,Iran,MiddleSchool,G-08,C,Spanish,S,Mum,27,41,32,61,Yes,Bad,Above-7,M,26a49f29-37fa-4188-93c5-cccf765a1e96,Admission,Vandana,Mean Stack,College,Feb-2020,M.Tech-CSE,SVIET,Devi,22-01-2020,20-02-2020,24-03-2020,16-04-2020,21-05-2020,09-06-2020,12,10,14,6,11,-1,9 days 00:00:00.000000000,19-07-2020,91.91,76.67,6.0,3.5,5.5,4.5,13.5,5.5,5.5,5.5,16.5,4.5,4.5,5.5,14.5,4.5,5.0,5.5,15.0,4.5,5.125,5.25,14.875,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,S,Father,29,78,40,12,Yes,Good,Above-7,M,270fa0b5-aecf-4b19-b40f-4fd98a963718,Admission,Vaishali Thakur,PHP,Walk-in,Mar-2020,B.Tech-ECE,Post Graduate Government College for Girls,Aishwarya,22-01-2020,19-02-2020,14-03-2020,22-04-2020,09-05-2020,07-06-2020,12,9,4,12,-1,-3,6 days 00:00:00.000000000,16-07-2020,91.0,67.6,9.3,4.5,4.0,4.5,13.0,5.5,5.0,5.5,16.0,5.5,5.0,4.0,14.5,5.5,5.5,4.5,15.5,5.25,4.875,4.625,14.75,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,55,33,6,9,No,Bad,Above-7,L,284c86cc-a303-4d37-aa17-ee3338b43418,Admission,Jaswinder,Python,Email,Mar-2020,MCA,IIT Ropar,Ananth,18-01-2020,15-02-2020,07-03-2020,21-04-2020,10-05-2020,08-06-2020,8,5,-3,11,0,-2,3 days 00:00:00.000000000,13-07-2020,90.94,88.7,9.7,5.0,4.5,3.5,13.0,4.0,5.0,4.0,13.0,4.0,5.0,4.0,13.0,4.5,4.5,5.5,14.5,4.375,4.75,4.25,13.375,No
M,KW,KuwaIT,MiddleSchool,G-07,B,IT,F,Father,12,0,6,13,No,Bad,Under-7,L,28d9ead6-ea1c-4408-9c8b-a3c10d1230c4,Admission,Vaishali Thakur,Android,Walk-in,Mar-2020,Diploma in ECE,Guru Gobind Singh College for Women,Chitra,07-01-2020,11-02-2020,10-03-2020,24-04-2020,10-05-2020,15-06-2020,-3,1,0,14,0,5,3 days 00:00:00.000000000,13-07-2020,93.67,87.7,7.8,5.5,4.5,5.5,15.5,4.0,4.5,4.5,13.0,5.0,4.0,4.5,13.5,5.5,5.5,5.5,16.5,5.0,4.625,5.0,14.625,No
M,Iraq,Iraq,MiddleSchool,G-07,B,Biology,S,Father,89,92,89,83,Yes,Good,Under-7,H,28de0ef4-4447-4fb8-b2b1-40e3042122a8,Admission,Ashita,AIML,College,Jan-2020,B.Tech-CSE,Government College for Girls,Dhananjay,20-01-2020,16-02-2020,24-03-2020,28-04-2020,13-05-2020,16-06-2020,10,6,14,18,3,6,10 days 00:00:00.000000000,20-07-2020,73.51,89.9,9.3,4.5,4.0,5.0,13.5,4.0,5.0,4.5,13.5,4.5,4.0,4.5,13.0,4.5,4.5,5.0,14.0,4.375,4.375,4.75,13.5,No
M,Jordan,Jordan,lowerlevel,G-04,A,Science,S,Father,32,14,32,29,No,Good,Above-7,M,292cd12e-a4a6-4358-8c3b-fff8715b05a6,Admission,Bhawna Singh,Digital,Email,Apr-2020,B.Tech-CSE,Indo Global Colleges,Anish,14-01-2020,16-02-2020,19-03-2020,22-04-2020,16-05-2020,16-06-2020,4,6,9,12,6,6,7 days 00:00:00.000000000,17-07-2020,91.06,71.71,7.9,3.5,3.5,4.5,11.5,5.5,4.5,4.0,14.0,5.0,4.0,4.0,13.0,5.5,4.5,5.5,15.5,4.875,4.125,4.5,13.5,No
M,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,70,90,41,33,Yes,Bad,Under-7,H,2ab7946b-a9b5-4f40-94da-dff44171c40f,Admission,Vaishali Thakur,Android,Walk-in,Apr-2020,B.Tech-CSE,Post Graduate Government College,Devaki,15-01-2020,11-02-2020,22-03-2020,14-04-2020,19-05-2020,17-06-2020,5,1,12,4,9,7,6 days 00:00:00.000000000,16-07-2020,81.86,72.76,7.3,3.5,4.0,4.0,11.5,5.0,5.0,5.5,15.5,4.0,4.0,4.0,12.0,4.5,4.5,5.0,14.0,4.25,4.375,4.625,13.25,No
M,Jordan,Jordan,MiddleSchool,G-06,A,English,F,Father,40,38,32,36,No,Bad,Above-7,M,2b122114-60fd-43b8-a4d4-e79f91cb898b,Admission,Jaswinder,AIML,Social Media,Mar-2020,BCA,SVIET,Meena,15-01-2020,18-02-2020,26-03-2020,20-04-2020,13-05-2020,16-06-2020,5,8,16,10,3,6,8 days 00:00:00.000000000,18-07-2020,66.0,80.93,7.4,4.5,3.5,5.0,13.0,5.5,5.5,4.0,15.0,5.5,4.0,5.5,15.0,5.5,5.5,5.5,16.5,5.25,4.625,5.0,14.875,No
M,KW,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Father,23,25,32,53,No,Bad,Under-7,L,2b9d38e7-c623-4d8c-8569-e11abaa2649f,Admission,Jaswinder,PHP,Web Enquiry,Apr-2020,BCA,Government College for Girls,Deo,14-01-2020,08-02-2020,09-03-2020,22-04-2020,11-05-2020,07-06-2020,4,-2,-1,12,1,-3,2 days 00:00:00.000000000,12-07-2020,71.75,78.13,9.2,5.5,4.0,4.0,13.5,5.5,5.5,4.0,15.0,4.0,4.5,5.0,13.5,5.0,5.5,4.5,15.0,5.0,4.875,4.375,14.25,No
M,KW,KuwaIT,HighSchool,G-10,A,IT,F,Father,17,13,16,12,Yes,Bad,Under-7,M,2bb16215-0292-4d0c-88a1-6f70c5b0a9a6,Enquiry,,Python,Social Media,Mar-2020,M.Tech-CSE,Rayat & Bahra University,Gomati,18-01-2020,13-02-2020,20-03-2020,16-04-2020,09-05-2020,14-06-2020,8,3,10,6,-1,4,5 days 00:00:00.000000000,15-07-2020,82.59,78.68,5.2,5.0,5.5,4.5,15.0,5.0,5.5,4.5,15.0,5.5,4.5,4.5,14.5,4.5,5.0,4.5,14.0,5.0,5.125,4.5,14.625,No
M,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Father,0,6,4,15,Yes,Bad,Under-7,L,2c4e9a2b-e86d-456c-a720-acc8e8af059e,Enquiry,,AIML,Social Media,Jun-2020,M.Tech-CSE,"Chandigarh University, Gharuan",Kirtida,06-01-2020,14-02-2020,22-03-2020,19-04-2020,18-05-2020,11-06-2020,-4,4,12,9,8,1,5 days 00:00:00.000000000,15-07-2020,66.73,77.87,9.2,5.0,5.0,4.0,14.0,5.0,4.5,5.5,15.0,4.5,5.5,4.5,14.5,5.5,5.0,4.5,15.0,5.0,5.0,4.625,14.625,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Chemistry,S,Mum,89,96,45,92,Yes,Good,Under-7,H,2c625d3d-4c00-4ac5-877b-5414caf104a4,Admission,Sandeep,Python,Social Media,May-2020,M.Tech-ECE,Bhaddal group of Institutes,Leela,22-01-2020,12-02-2020,24-03-2020,21-04-2020,15-05-2020,08-06-2020,12,2,14,11,5,-2,7 days 00:00:00.000000000,17-07-2020,83.86,81.38,8.9,4.0,4.5,4.5,13.0,4.5,4.0,5.5,14.0,5.0,5.5,4.0,14.5,5.0,5.5,4.5,15.0,4.625,4.875,4.625,14.125,No
M,Tunis,Tunis,MiddleSchool,G-08,C,Spanish,S,Mum,87,81,42,19,Yes,Good,Under-7,H,2cc8b4e7-6375-4e26-aae2-c6abd2e9b764,Admission,Prasenjit,Digital,Phone,Mar-2020,Diploma in IT,Guru Gobind Singh College for Women,Jayant,11-01-2020,19-02-2020,22-03-2020,13-04-2020,09-05-2020,13-06-2020,1,9,12,3,-1,3,4 days 00:00:00.000000000,14-07-2020,79.99,82.99,6.9,4.5,3.5,5.5,13.5,4.0,5.5,4.5,14.0,5.5,4.0,4.0,13.5,5.5,4.5,5.0,15.0,4.875,4.375,4.75,14.0,No
M,Jordan,SaudiArabia,MiddleSchool,G-08,C,Spanish,S,Mum,27,90,82,14,Yes,Good,Under-7,H,2cd78270-a603-4284-a0e3-87a1fd6dbe5b,Enquiry,,Python,Web Enquiry,Feb-2020,Diploma in ECE,Goswami Ganesh Dutta Sanatan Dharma College,Bhaskara,18-01-2020,12-02-2020,26-03-2020,19-04-2020,20-05-2020,11-06-2020,8,2,16,9,10,1,8 days 00:00:00.000000000,18-07-2020,67.51,75.07,9.1,5.5,5.5,5.0,16.0,5.0,5.0,4.0,14.0,5.0,4.5,4.5,14.0,4.5,5.0,4.5,14.0,5.0,5.0,4.5,14.5,No
M,Jordan,Jordan,lowerlevel,G-02,A,Arabic,F,Father,10,17,50,21,No,Bad,Under-7,M,2ceef207-3aa8-4623-965d-dcf5de903655,Admission,Ashita,AIML,Web Enquiry,Mar-2020,B.Tech-ECE,SVIET,Lekha,09-01-2020,18-02-2020,11-03-2020,18-04-2020,14-05-2020,14-06-2020,-1,8,1,8,4,4,4 days 00:00:00.000000000,14-07-2020,86.28,73.62,7.2,4.5,3.5,5.5,13.5,4.5,5.5,4.5,14.5,4.5,5.0,4.5,14.0,5.0,4.5,5.5,15.0,4.625,4.625,5.0,14.25,No
M,Morocco,Morocco,MiddleSchool,G-08,B,Arabic,S,Father,27,15,42,53,No,Bad,Above-7,L,2d426c45-9d4c-4ed3-9574-6f65199e93e8,Enquiry,,AIML,Web Enquiry,May-2020,M.Tech-CSE,Chandigarh College of Architecture,Adesh,06-01-2020,10-02-2020,15-03-2020,25-04-2020,13-05-2020,14-06-2020,-4,0,5,15,3,4,4 days 00:00:00.000000000,14-07-2020,82.59,78.73,9.4,4.5,5.0,4.5,14.0,5.5,5.5,5.0,16.0,5.5,4.5,5.5,15.5,5.5,4.5,5.5,15.5,5.25,4.875,5.125,15.25,No
F,KW,KuwaIT,lowerlevel,G-02,C,IT,F,Father,10,3,0,30,No,Bad,Under-7,M,2e5155db-a249-443e-bf85-14a35bc274c5,Admission,Sandeep,Java,Web Enquiry,Jan-2020,M.Tech-CSE,SVIET,Karishma,09-01-2020,15-02-2020,24-03-2020,27-04-2020,11-05-2020,09-06-2020,-1,5,14,17,1,-1,6 days 00:00:00.000000000,16-07-2020,66.85,82.73,8.7,4.5,5.0,4.0,13.5,4.0,5.5,5.5,15.0,5.0,4.0,4.5,13.5,5.5,5.5,4.5,15.5,4.75,5.0,4.625,14.375,No
F,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,100,80,2,70,No,Bad,Under-7,H,2e7773d0-75b9-466f-ba71-616760010813,Admission,Sandeep,AIML,Social Media,Feb-2020,B.Tech-CSE,DAV College,Ishvara,10-01-2020,20-02-2020,23-03-2020,22-04-2020,19-05-2020,19-06-2020,0,10,13,12,9,9,9 days 00:00:00.000000000,19-07-2020,71.69,69.56,8.5,3.5,5.0,4.5,13.0,5.5,5.5,5.0,16.0,5.5,4.5,5.0,15.0,5.5,5.5,4.5,15.5,5.0,5.125,4.75,14.875,No
F,Jordan,Jordan,MiddleSchool,G-08,A,Geology,F,Mum,80,82,64,58,Yes,Good,Under-7,H,2ef6fe2f-270d-475b-b29d-df7ab197c64d,Admission,Ashita,Python,Phone,Jan-2020,Diploma in CSE,Post Graduate Government College for Girls,Gopi,18-01-2020,17-02-2020,24-03-2020,19-04-2020,15-05-2020,18-06-2020,8,7,14,9,5,8,8 days 00:00:00.000000000,18-07-2020,68.97,86.09,7.3,5.5,3.5,4.5,13.5,5.5,5.5,5.0,16.0,4.5,5.5,4.5,14.5,5.0,4.5,5.5,15.0,5.125,4.75,4.875,14.75,No
M,KW,KuwaIT,MiddleSchool,G-08,B,Arabic,S,Father,45,95,12,13,No,Bad,Under-7,M,2f6ed71b-afbf-436a-bb10-fda96ecff511,Enquiry,,Digital,Phone,May-2020,B.Tech-ECE,Chandigarh College of Architecture,Minakshi,21-01-2020,09-02-2020,18-03-2020,21-04-2020,19-05-2020,10-06-2020,11,-1,8,11,9,0,6 days 00:00:00.000000000,16-07-2020,78.53,83.49,8.1,5.5,4.0,5.5,15.0,5.0,5.5,4.0,14.5,4.5,5.0,5.5,15.0,4.5,5.5,5.5,15.5,4.875,5.0,5.125,15.0,No
F,Jordan,Jordan,lowerlevel,G-04,A,Science,F,Father,49,36,32,44,No,Bad,Above-7,L,2f8c24fc-1c97-44b4-bfd8-81a650dcc5d4,Admission,Vandana,PHP,Email,Jun-2020,M.Tech-CSE,Bhaddal group of Institutes,Deodan,11-01-2020,10-02-2020,20-03-2020,13-04-2020,23-05-2020,15-06-2020,1,0,10,3,13,5,5 days 00:00:00.000000000,15-07-2020,67.7,85.94,5.7,5.5,3.5,4.0,13.0,4.0,5.0,4.5,13.5,5.0,5.0,4.5,14.5,4.5,4.5,5.0,14.0,4.75,4.5,4.5,13.75,No
F,Jordan,Jordan,MiddleSchool,G-06,A,English,S,Mum,97,87,82,86,No,Good,Under-7,H,2ff3ae1b-8e9a-4fab-b748-80b1c4267572,Admission,Ashita,Android,College,Apr-2020,M.Tech-ECE,Indo Global Colleges,Gautam,16-01-2020,18-02-2020,23-03-2020,13-04-2020,17-05-2020,06-06-2020,6,8,13,3,7,-4,6 days 00:00:00.000000000,16-07-2020,68.72,83.09,5.3,5.0,5.5,5.5,16.0,5.5,4.0,4.5,14.0,4.0,4.0,5.0,13.0,5.0,4.5,5.5,15.0,4.875,4.5,5.125,14.5,No
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,S,Mum,32,82,59,63,Yes,Bad,Above-7,M,30b986b2-85d3-43f3-81f8-7e314a785f00,Enquiry,,PHP,College,Apr-2020,Diploma in ECE,Indo Global Colleges,Dipti,21-01-2020,18-02-2020,11-03-2020,27-04-2020,10-05-2020,08-06-2020,11,8,1,17,0,-2,6 days 00:00:00.000000000,16-07-2020,92.09,88.6,7.5,3.5,5.0,3.5,12.0,4.5,4.5,4.0,13.0,5.0,5.0,4.0,14.0,5.5,5.0,5.5,16.0,4.625,4.875,4.25,13.75,No
M,Jordan,Jordan,MiddleSchool,G-08,A,History,F,Mum,87,92,74,89,Yes,Good,Under-7,H,30eb31d2-4b9a-4803-93fb-9a83163d3ece,Admission,Vaishali Thakur,PHP,Social Media,Jun-2020,M.Tech-ECE,Indo Global Colleges,Amita,12-01-2020,11-02-2020,12-03-2020,21-04-2020,16-05-2020,13-06-2020,2,1,2,11,6,3,4 days 00:00:00.000000000,14-07-2020,73.75,77.32,5.1,5.5,5.5,4.0,15.0,4.0,5.5,4.5,14.0,5.0,4.5,4.5,14.0,5.0,5.5,4.5,15.0,4.875,5.25,4.375,14.5,No
M,Tunis,Tunis,MiddleSchool,G-07,A,Quran,S,Father,10,75,55,11,Yes,Good,Under-7,M,3122b5a8-853a-4e0e-aec9-69c7991b6045,Enquiry,,Angular,Web Enquiry,Jan-2020,M.Tech-CSE,Chandigarh College of Architecture,Chanemougam,18-01-2020,16-02-2020,21-03-2020,20-04-2020,22-05-2020,11-06-2020,8,6,11,10,12,1,8 days 00:00:00.000000000,18-07-2020,90.64,73.67,6.1,4.0,5.5,5.0,14.5,5.0,4.5,4.5,14.0,5.0,5.5,5.0,15.5,5.0,5.0,5.0,15.0,4.75,5.125,4.875,14.75,No
M,KW,KuwaIT,lowerlevel,G-04,A,Arabic,S,Father,39,26,12,44,No,Bad,Above-7,L,321bb6cb-1a68-42c8-85c0-95f0d73f9938,Enquiry,,Android,Web Enquiry,Feb-2020,MCA,Rayat & Bahra University,Jivan,25-01-2020,20-02-2020,07-03-2020,25-04-2020,10-05-2020,19-06-2020,15,10,-3,15,0,9,8 days 00:00:00.000000000,18-07-2020,83.86,74.77,9.5,3.5,5.5,5.5,14.5,5.0,5.5,4.5,15.0,4.5,5.0,5.5,15.0,4.5,5.5,4.5,14.5,4.375,5.375,5.0,14.75,No
